seed,world,n_nodes,reachability_precision,reachability_recall,reachability_F1,Kendall_tau_when_total_order_exists,true_cycle,cycle_detected,cycle_detection_correct,false_total_order,causal_reachability_baseline_F1,spectral_seriation_returned_order,node_labels_randomized,storage_order_randomized,input_has_timestamp,input_has_sample_index,input_has_true_topological_order,estimator_equals_standard_reachability,stage
12,linear_DAG,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
12,nonlinear_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
12,branching_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
12,mediated_chain,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
12,common_driver,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
12,disconnected_components,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
12,feedback_pair,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
12,directed_cycle,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
13,linear_DAG,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
13,nonlinear_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
13,branching_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
13,mediated_chain,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
13,common_driver,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
13,disconnected_components,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
13,feedback_pair,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
13,directed_cycle,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
14,linear_DAG,16,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
14,nonlinear_DAG,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
14,branching_DAG,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
14,mediated_chain,16,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
14,common_driver,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
14,disconnected_components,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
14,feedback_pair,16,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
14,directed_cycle,16,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
15,linear_DAG,32,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
15,nonlinear_DAG,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
15,branching_DAG,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
15,mediated_chain,32,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
15,common_driver,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
15,disconnected_components,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
15,feedback_pair,32,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
15,directed_cycle,32,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
16,linear_DAG,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
16,nonlinear_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
16,branching_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
16,mediated_chain,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
16,common_driver,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
16,disconnected_components,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
16,feedback_pair,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
16,directed_cycle,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
17,linear_DAG,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
17,nonlinear_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
17,branching_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
17,mediated_chain,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
17,common_driver,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
17,disconnected_components,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
17,feedback_pair,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
17,directed_cycle,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
18,linear_DAG,16,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
18,nonlinear_DAG,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
18,branching_DAG,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
18,mediated_chain,16,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
18,common_driver,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
18,disconnected_components,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
18,feedback_pair,16,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
18,directed_cycle,16,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
19,linear_DAG,32,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
19,nonlinear_DAG,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
19,branching_DAG,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
19,mediated_chain,32,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
19,common_driver,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
19,disconnected_components,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
19,feedback_pair,32,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
19,directed_cycle,32,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
20,linear_DAG,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
20,nonlinear_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
20,branching_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
20,mediated_chain,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
20,common_driver,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
20,disconnected_components,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
20,feedback_pair,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
20,directed_cycle,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
21,linear_DAG,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
21,nonlinear_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
21,branching_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
21,mediated_chain,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
21,common_driver,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
21,disconnected_components,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
21,feedback_pair,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
21,directed_cycle,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
22,linear_DAG,16,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
22,nonlinear_DAG,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
22,branching_DAG,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
22,mediated_chain,16,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
22,common_driver,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
22,disconnected_components,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
22,feedback_pair,16,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
22,directed_cycle,16,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
23,linear_DAG,32,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
23,nonlinear_DAG,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
23,branching_DAG,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
23,mediated_chain,32,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
23,common_driver,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
23,disconnected_components,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
23,feedback_pair,32,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
23,directed_cycle,32,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
24,linear_DAG,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
24,nonlinear_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
24,branching_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
24,mediated_chain,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
24,common_driver,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
24,disconnected_components,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
24,feedback_pair,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
24,directed_cycle,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
25,linear_DAG,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
25,nonlinear_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
25,branching_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
25,mediated_chain,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
25,common_driver,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
25,disconnected_components,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
25,feedback_pair,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
25,directed_cycle,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
26,linear_DAG,16,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
26,nonlinear_DAG,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
26,branching_DAG,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
26,mediated_chain,16,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
26,common_driver,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
26,disconnected_components,16,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
26,feedback_pair,16,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
26,directed_cycle,16,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
27,linear_DAG,32,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
27,nonlinear_DAG,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
27,branching_DAG,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
27,mediated_chain,32,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
27,common_driver,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
27,disconnected_components,32,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
27,feedback_pair,32,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
27,directed_cycle,32,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
28,linear_DAG,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
28,nonlinear_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
28,branching_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
28,mediated_chain,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
28,common_driver,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
28,disconnected_components,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
28,feedback_pair,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
28,directed_cycle,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
29,linear_DAG,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
29,nonlinear_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
29,branching_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
29,mediated_chain,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,development
29,common_driver,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
29,disconnected_components,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,development
29,feedback_pair,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
29,directed_cycle,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,development
1000,linear_DAG,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1000,nonlinear_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1000,branching_DAG,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1000,mediated_chain,4,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1000,common_driver,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1000,disconnected_components,4,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1000,feedback_pair,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,validation
1000,directed_cycle,4,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,validation
1001,linear_DAG,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1001,nonlinear_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1001,branching_DAG,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1001,mediated_chain,8,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1001,common_driver,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1001,disconnected_components,8,1.0,1.0,1.0,,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
1001,feedback_pair,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,validation
1001,directed_cycle,8,1.0,1.0,1.0,,True,True,True,False,1.0,True,True,True,False,False,False,True,validation
1002,linear_DAG,16,1.0,1.0,1.0,1.0,False,False,True,False,1.0,True,True,True,False,False,False,True,validation
